food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,Serving size G,Serving size min,Serving Size Max,Serving size confidence,Serving size min
INDWEBX_00065,Sheekh kebab,Sheekh kebab,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Fried Egg and Wich' (food_id=NONIND_0756); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",154,108,199,0.6,108
INDWEBX_00066,Suji rava kesari,Suji rava kesari,Mixed meals,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,150,105,195,0.6,105
INDWEBX_00067,Thukpa,Thukpa,Mixed meals,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,154,123,185,0.8,123
INDWEBX_00068,Yippee noodles,Yippee noodles,Mixed meals,,,,,,61,Henry et al. GI tables (non-Indian cohort),17.64,17.64,17.64,Medium,0.5,28.92,Class=other. Proxy-mapped to validated source 'Sautaobejing Noodles' (food_id=NONIND_0540); score=0.41; tier=low. Converted from source serving_size_g=250g.,237,178,297,0.7,178
INDWEBX_00069,Chana dal (tadka),Chana dal (tadka),Pulses & legumes,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00070,Dal dhokli,Dal dhokli,Pulses & legumes,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00071,Dal palak,Dal palak,Pulses & legumes,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,120,180,0.7,120
INDWEBX_00072,Kadhi (plain),Kadhi (plain),Pulses & legumes,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00073,Kala chana curry,Kala chana curry,Pulses & legumes,,,,,,44.4,Henry et al. GI tables (non-Indian cohort),7.9,7.9,7.9,Low,0.5,17.8,Class=other. Proxy-mapped to validated source 'Pittu with Greenleafy Curry' (food_id=NONIND_0682); score=0.17; tier=low. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00074,Lobia curry,Lobia curry,Pulses & legumes,,,,,,92,Henry et al. GI tables (non-Indian cohort),43.18,43.18,43.18,High,0.5,46.93,Class=other. Proxy-mapped to validated source 'Chicken Curry Puff' (food_id=NONIND_0007); score=0.25; tier=low. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00075,Masoor dal (fry),Masoor dal (fry),Pulses & legumes,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00076,Mix dal (boiled),Mix dal (boiled),Pulses & legumes,,,,,,67.5,Henry et al. GI tables (non-Indian cohort),6.75,6.75,6.75,Low,0.5,10,Class=other. Proxy-mapped to validated source 'Boiled Sevai' (food_id=NONIND_0762); score=0.40; tier=low. Converted from source serving_size_g=200g.,150,120,180,0.7,120
INDWEBX_00077,Mix dal (fry),Mix dal (fry),Pulses & legumes,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00078,Mix dal (tadka),Mix dal (tadka),Pulses & legumes,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00079,Moong dal (fry),Moong dal (fry),Pulses & legumes,,,,,,73,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00080,Rajma curry,Rajma curry,Pulses & legumes,,,,,,44.4,Henry et al. GI tables (non-Indian cohort),6.78,6.78,6.78,Low,0.5,15.27,Class=other. Proxy-mapped to validated source 'Pittu with Green Curry' (food_id=NONIND_0601); score=0.20; tier=low. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00081,Toor dal (boiled),Toor dal (boiled),Pulses & legumes,,,,,,72,Henry et al. GI tables (non-Indian cohort),8.59,8.59,8.59,Low,0.5,11.93,Class=other. Proxy-mapped to validated source 'Dasheen Boiled' (food_id=NONIND_0563); score=0.40; tier=low. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00082,Toor dal (fry),Toor dal (fry),Pulses & legumes,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,151,121,181,0.7,121
INDWEBX_00083,Urad dal (boiled),Urad dal (boiled),Pulses & legumes,,,,,,65.2,Henry et al. GI tables (non-Indian cohort),11.61,11.61,11.61,Medium,0.5,17.8,Class=other. Proxy-mapped to validated source 'Boiled Potato' (food_id=NONIND_0685); score=0.40; tier=low. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00084,Urad dal (fry),Urad dal (fry),Pulses & legumes,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00085,Urad dal (tadka),Urad dal (tadka),Pulses & legumes,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00086,Fish curry (Goan),Fish curry (Goan),Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Fish Snacks with Chilli Sauce' (food_id=NONIND_0115); score=0.22; tier=low. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",150,120,180,0.7,120
INDWEBX_00087,Fish molee,Fish molee,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Burger Fish' (food_id=WEST_IN_0117); score=0.41; tier=low. Converted from source serving_size_g=180g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",153,109,197,0.6,109
INDWEBX_00088,Meen pollichathu,Meen pollichathu,Mixed meals,,,,,,56.1,Henry et al. GI tables (non-Indian cohort),16.83,16.83,16.83,Medium,0.48,30,Class=protein. Proxy-mapped to validated source 'White Rice Flour Idiyappam with Fish Curry' (food_id=NONIND_0649); score=0.00; tier=prototype. Converted from source serving_size_g=200g.,150,120,180,0.7,120
INDWEBX_00089,Prawn curry,Prawn curry,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Curry Puff' (food_id=NONIND_0026); score=0.33; tier=low. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",150,120,180,0.7,120
INDWEBX_00090,Prawn fry,Prawn fry,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Rice with Lentil Curry Boiled Egg Coconut' (food_id=NONIND_0607); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",159,127,191,0.7,127
INDWEBX_00091,Shorshe mach,Shorshe mach,Mixed meals,,,,,,61,Henry et al. GI tables (non-Indian cohort),0.08,0.08,0.08,Low,0.48,0.13,Class=protein. Proxy-mapped to validated source 'Rice with Lentil Curry Boiled Egg Coconut' (food_id=NONIND_0607); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,153,122,183,0.75,122
INDWEBX_00092,Bhuna gosht,Bhuna gosht,Mixed meals,,,,,,56.1,Henry et al. GI tables (non-Indian cohort),16.83,16.83,16.83,Medium,0.48,30,Class=protein. Proxy-mapped to validated source 'White Rice Flour Idiyappam with Fish Curry' (food_id=NONIND_0649); score=0.00; tier=prototype. Converted from source serving_size_g=200g.,150,120,180,0.7,120
INDWEBX_00093,Keema matar,Keema matar,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'White Rice Flour Idiyappam with Fish Curry' (food_id=NONIND_0649); score=0.00; tier=prototype. Converted from source serving_size_g=200g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",150,120,180,0.7,120
INDWEBX_00094,Laal maas,Laal maas,Mixed meals,,,,,,56.1,Henry et al. GI tables (non-Indian cohort),16.83,16.83,16.83,Medium,0.48,30,Class=protein. Proxy-mapped to validated source 'White Rice Flour Idiyappam with Fish Curry' (food_id=NONIND_0649); score=0.00; tier=prototype. Converted from source serving_size_g=200g.,150,120,180,0.7,120
INDWEBX_00095,Mutton curry,Mutton curry,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Curry Puff' (food_id=NONIND_0026); score=0.33; tier=low. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",150,120,180,0.7,120
INDWEBX_00096,Mutton korma,Mutton korma,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Tuna Fish Bun' (food_id=NONIND_0519); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",151,106,195,0.6,106
INDWEBX_00097,Mutton stew,Mutton stew,Mixed meals,,,,,,0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0,0,0,Low,0.85,0,"Class=protein. Proxy-mapped to validated source 'Tuna Fish Bun' (food_id=NONIND_0519); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",150,105,195,0.6,105
INDWEBX_00098,Nihari,Nihari,Mixed meals,,,,,,73,Henry et al. GI tables (non-Indian cohort),12.56,12.56,12.56,Medium,0.48,17.2,Class=protein. Proxy-mapped to validated source 'White Rice Served with Chicken Breast' (food_id=NONIND_0011); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,155,125,186,0.8,125
INDWEBX_00099,Rogan josh,Rogan josh,Mixed meals,,,,,,78,Henry et al. GI tables (non-Indian cohort),42.07,42.07,42.07,High,0.48,53.93,Class=protein. Proxy-mapped to validated source 'Cooked Rice with Homogenisedcooked Egg Plant' (food_id=NONIND_0464); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,156,125,188,0.75,125
INDWEBX_00100,Dahi paneer,Dahi paneer,Mixed meals,,,,,,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.62,15.62,15.62,Medium,0.43,22.67,Class=protein. Proxy-mapped to validated source 'Pizza Paneer Makhani' (food_id=WEST_IN_0066); score=0.33; tier=low. Converted from source serving_size_g=150g.,150,105,195,0.7,105
INDWEBX_00101,Kadai paneer,Kadai paneer,Mixed meals,,,,,,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.58,11.58,11.58,Medium,0.44,16.67,Class=protein. Proxy-mapped to validated source 'Burger Paneer' (food_id=WEST_IN_0120); score=0.41; tier=low. Converted from source serving_size_g=180g.,156,111,201,0.7,111
INDWEBX_00102,Paneer korma,Paneer korma,Mixed meals,,,,,,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,8.42,8.42,8.42,Low,0.43,12.27,Class=protein. Proxy-mapped to validated source 'Wrap Paneer Tikka' (food_id=WEST_IN_0200); score=0.33; tier=low. Converted from source serving_size_g=220g.,162,113,210,0.7,113
INDWEBX_00103,Paneer lababdar,Paneer lababdar,Mixed meals,,,,,,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.29,15.29,15.29,Medium,0.45,22,Class=protein. Proxy-mapped to validated source 'And Wich Paneer Bhurji' (food_id=WEST_IN_0178); score=0.28; tier=low. Converted from source serving_size_g=150g.,152,106,197,0.6,106
INDWEBX_00104,Bagara baingan,Bagara baingan,Mixed meals,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00105,Gongura pachadi,Gongura pachadi,Mixed meals,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
