food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_100g_recalc,available_carbs_per_serving_g_recalc
T2_0022,Bajra Idli,Bajra idli (plain),Mixed meals,piece,38,50,62,0.8,74.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,26.64,26.64,26.64,High,0.82,36.0,Steamed batter item; estimated.,bajra idli (plain) | Bajra idli (plain) | bajraidli(plain) | bajraidli,"Bajra Idli | aka Bajra idli (plain) | aliases: bajra idli (plain), Bajra idli (plain), bajraidli(plain), bajraidli | category: Mixed meals | serving_type: piece | serving_g: 50(min 38 max 62) | GI: 74 | GL_median: 26.64 | GL_category: High | available_carbs_g: 36 | confidence_score: 0.82 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Steamed batter item; estimated.",36.0,18.0
T2_0028,Bajra Khichdi,Bajra khichdi (bajra + moong),Mixed meals,katori,144,180,216,0.75,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.37,6.6,8.25,Low,0.79,13.4,Weighted GI; recipe-based.,Bajra khichdi (bajra + moong) | bajra khichdi (bajra moong) | bajrakhichdi(bajramoong) | bajrakhichdi,"Bajra Khichdi | aka Bajra khichdi (bajra + moong) | aliases: Bajra khichdi (bajra + moong), bajra khichdi (bajra moong), bajrakhichdi(bajramoong), bajrakhichdi | category: Mixed meals | serving_type: katori | serving_g: 180(min 144 max 216) | GI: 55 | GL_median: 7.37 | GL_category: Low | available_carbs_g: 10 | confidence_score: 0.79 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Weighted GI; recipe-based.",13.4,24.12
T2_0015,Bajra Porridge,Bajra porridge (unsweetened),Grains & staples,plate,120,150,180,0.55,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.4,4.4,4.4,Low,0.83,8.000000000000002,Diluted porridge; GL lower per 100g.,bajra porridge (unsweetened) | Bajra porridge (unsweetened) | bajraporridge(unsweetened) | bajraporridge,"Bajra Porridge | aka Bajra porridge (unsweetened) | aliases: bajra porridge (unsweetened), Bajra porridge (unsweetened), bajraporridge(unsweetened), bajraporridge | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 55 | GL_median: 4.4 | GL_category: Low | available_carbs_g: 8 | confidence_score: 0.83 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Diluted porridge; GL lower per 100g.",8.000000000000002,12.000000000000002
T2_0032,Bajra Puttu,Bajra puttu (plain),Mixed meals,portion,105,150,195,0.5,63.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.92,10.92,10.92,Medium,0.8,17.333333333333332,Steamed bajra preparation.,bajra puttu (plain) | Bajra puttu (plain) | bajraputtu(plain) | bajraputtu,"Bajra Puttu | aka Bajra puttu (plain) | aliases: bajra puttu (plain), Bajra puttu (plain), bajraputtu(plain), bajraputtu | category: Mixed meals | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 63 | GL_median: 10.92 | GL_category: Medium | available_carbs_g: 17.3333 | confidence_score: 0.8 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Steamed bajra preparation.",17.333333333333332,26.0
T2_0003,Bajra Roti,Bajra roti (pearl millet roti),Breads & flatbreads,piece,22,30,38,0.8,54.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,28.71,22.45,35.5,High,0.85,53.166666666666664,Millet roti; GL estimated using cooked roti carb density.,Bajra roti (pearl millet roti) | bajra roti (pearl millet roti) | bajraroti,"Bajra Roti | aka Bajra roti (pearl millet roti) | aliases: Bajra roti (pearl millet roti), bajra roti (pearl millet roti), bajraroti | category: Breads & flatbreads | serving_type: piece | serving_g: 30(min 22 max 38) | GI: 54 | GL_median: 28.71 | GL_category: High | available_carbs_g: 96.6667 | confidence_score: 0.85 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Millet roti; GL estimated using cooked roti carb density.",53.166666666666664,15.95
T3_0078,Bajra Roti with Curry,Bajra roti + curry,Mixed meals,piece,22,30,38,0.8,56.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,18.48,14.45,22.85,Medium,0.66,33.0,Roti + curry; weighted.,Bajra roti + curry | bajra roti curry | bajrarotiwithcurry | bajraroticurry,"Bajra Roti with Curry | aka Bajra roti + curry | aliases: Bajra roti + curry, bajra roti curry, bajrarotiwithcurry, bajraroticurry | category: Mixed meals | serving_type: piece | serving_g: 30(min 22 max 38) | GI: 56 | GL_median: 18.48 | GL_category: Medium | available_carbs_g: 60 | confidence_score: 0.66 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Roti + curry; weighted.",33.0,9.9
NONIND_0515,Baked Barbecuedporkpuff,Bakedbarbecuedporkpuff,Non-Indian reference food,portion,105,150,195,0.5,55.0,Henry et al. GI tables (non-Indian cohort),11.4,11.4,11.4,Medium,0.88,20.727272727272727,Original country: Hong. Renamed generically for Indian audience.,Bakedbarbecuedporkpuff | bakedbarbecuedporkpuff,"Baked Barbecuedporkpuff | aka Bakedbarbecuedporkpuff | aliases: Bakedbarbecuedporkpuff, bakedbarbecuedporkpuff | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 55 | GL_median: 11.4 | GL_category: Medium | available_carbs_g: 20.7333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Hong. Renamed generically for Indian audience.",20.727272727272727,31.09090909090909
NONIND_0404,Baked Chestnuts,Bakedchestnuts,Non-Indian reference food,portion,105,150,195,0.5,54.3,Henry et al. GI tables (non-Indian cohort),13.43,13.43,13.43,Medium,0.88,24.732965009208105,Original country: Korea. Renamed generically for Indian audience.,Bakedchestnuts | bakedchestnuts,"Baked Chestnuts | aka Bakedchestnuts | aliases: Bakedchestnuts, bakedchestnuts | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 54.3 | GL_median: 13.43 | GL_category: Medium | available_carbs_g: 24.7333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Korea. Renamed generically for Indian audience.",24.732965009208105,37.09944751381216
NONIND_0402,Baked Sweet Potato Es,Bakedsweetpotatoes,Non-Indian reference food,portion,105,150,195,0.5,90.9,Henry et al. GI tables (non-Indian cohort),18.91,18.91,18.91,Medium,0.88,20.8030803080308,Original country: Korea. Renamed generically for Indian audience.,bakedsweetpotatoes | Bakedsweetpotatoes,"Baked Sweet Potato Es | aka Bakedsweetpotatoes | aliases: bakedsweetpotatoes, Bakedsweetpotatoes | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 90.9 | GL_median: 18.91 | GL_category: Medium | available_carbs_g: 20.8 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Korea. Renamed generically for Indian audience.",20.8030803080308,31.2046204620462
T4_0119,Bakery Bread,Bakery bread (sweet),Breads & flatbreads,slice,20,25,30,0.9,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,75.0,75.0,75.0,High,0.52,100.0,Sweetened bread.,Bakery bread (sweet) | bakery bread (sweet) | bakerybread(sweet) | bakerybread,"Bakery Bread | aka Bakery bread (sweet) | aliases: Bakery bread (sweet), bakery bread (sweet), bakerybread(sweet), bakerybread | category: Breads & flatbreads | serving_type: slice | serving_g: 25(min 20 max 30) | GI: 75 | GL_median: 75 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.52 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Sweetened bread.",100.0,25.0
T4_0120,Bakery Cake,Bakery cake (assorted),Sweets & desserts,piece,60,80,100,0.75,80.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,45.0,45.0,45.0,High,0.5,56.25,Highly variable.,bakery cake (assorted) | Bakery cake (assorted) | bakerycake(assorted) | bakerycake,"Bakery Cake | aka Bakery cake (assorted) | aliases: bakery cake (assorted), Bakery cake (assorted), bakerycake(assorted), bakerycake | category: Sweets & desserts | serving_type: piece | serving_g: 80(min 60 max 100) | GI: 80 | GL_median: 45 | GL_category: High | available_carbs_g: 56.25 | confidence_score: 0.5 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Highly variable.",56.25,45.0
T4_0121,Bakery Cookie,Bakery cookies,Sweets & desserts,piece,11,15,19,0.75,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,75.0,75.0,75.0,High,0.5,100.0,Refined flour + sugar.,bakery cookies | Bakery cookies | bakerycookies | bakerycookie,"Bakery Cookie | aka Bakery cookies | aliases: bakery cookies, Bakery cookies, bakerycookies, bakerycookie | category: Sweets & desserts | serving_type: piece | serving_g: 15(min 11 max 19) | GI: 75 | GL_median: 75 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.5 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Refined flour + sugar.",100.0,15.0
NONIND_0745,Balalet,Balalet,Non-Indian reference food,portion,105,150,195,0.5,63.0,Henry et al. GI tables (non-Indian cohort),11.72,11.72,11.72,Medium,0.88,18.603174603174605,Original country: UnitedArab. Renamed generically for Indian audience.,,Balalet | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 63 | GL_median: 11.72 | GL_category: Medium | available_carbs_g: 18.6 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.,18.603174603174605,27.90476190476191
IND_HENRY2021_605,Banana,Banana (yallakki),Fruits,piece,96,120,144,0.85,43.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",7.45,7.45,7.45,Low,0.92,17.325581395348838,Computed carbs per 100 g using study portion: 25 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.,banana (yallakki) | Banana (yallakki) | banana(yallakki),"Banana | aka Banana (yallakki) | aliases: banana (yallakki), Banana (yallakki), banana(yallakki) | category: Fruits | serving_type: piece | serving_g: 120(min 96 max 144) | GI: 43 | GL_median: 7.45 | GL_category: Low | available_carbs_g: 17.3333 | confidence_score: 0.92 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21). | notes: Computed carbs per 100 g using study portion: 25 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.",17.325581395348838,20.790697674418606
NONIND_0281,Banana Lakatan,"Banana,Lakatan",Non-Indian reference food,piece,96,120,144,0.85,62.0,Henry et al. GI tables (non-Indian cohort),14.36,14.36,14.36,Medium,0.88,23.161290322580644,Original country: Philippines. Renamed generically for Indian audience.,"banana,lakatan | Banana,Lakatan | bananalakatan | Lakatan | lakatan | banana | Banana","Banana Lakatan | aka Banana,Lakatan | aliases: banana lakatan, Banana Lakatan, bananalakatan, Lakatan, lakatan, banana, Banana | category: Non-Indian reference food | serving_type: piece | serving_g: 120(min 96 max 144) | GI: 62 | GL_median: 14.36 | GL_category: Medium | available_carbs_g: 23.1667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Philippines. Renamed generically for Indian audience.",23.161290322580644,27.79354838709677
T1_1775,Banana Nendra Variety,"Banana, (Musa sapientum), Nendra variety",Fruits,piece,96,120,144,0.85,70.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1775",21.88,21.88,21.88,High,0.92,31.257142857142856,Normalized to 100g from table serving 120g with 45g available carbs and GL 31.,"banana, (musa sapientum), nendra variety | Banana, (Musa sapientum), Nendra variety | Banana,  , Nendra variety | banana, , nendra variety | (musa sapientum) | (Musa sapientum) | Nendra variety | nendra variety | banana,,nendravariety | banananendravariety | (musasapientum) | nendravariety | banana | Banana","Banana Nendra Variety | aka Banana, (Musa sapientum), Nendra variety | aliases: banana  (musa sapientum)  nendra variety, Banana  (Musa sapientum)  Nendra variety, Banana     Nendra variety, banana    nendra variety, (musa sapientum), (Musa sapientum), Nendra variety, nendra variety, banana  nendravariety, banananendravariety, (musasapientum), nendravariety, banana, Banana | category: Fruits | serving_type: piece | serving_g: 120(min 96 max 144) | GI: 70 | GL_median: 21.88 | GL_category: High | available_carbs_g: 31.25 | confidence_score: 0.92 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1775 | notes: Normalized to 100g from table serving 120g with 45g available carbs and GL 31.",31.257142857142856,37.50857142857143
NONIND_0282,Banana Saba,"Banana,Saba",Non-Indian reference food,piece,96,120,144,0.85,53.0,Henry et al. GI tables (non-Indian cohort),13.74,13.74,13.74,Medium,0.88,25.92452830188679,Original country: Philippines. Renamed generically for Indian audience.,"Banana,Saba | banana,saba | bananasaba | banana | Banana | Saba | saba","Banana Saba | aka Banana,Saba | aliases: Banana Saba, banana saba, bananasaba, banana, Banana, Saba, saba | category: Non-Indian reference food | serving_type: piece | serving_g: 120(min 96 max 144) | GI: 53 | GL_median: 13.74 | GL_category: Medium | available_carbs_g: 25.9167 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Philippines. Renamed generically for Indian audience.",25.92452830188679,31.109433962264152
NONIND_0528,Barbecuepork Bun,Barbecueporkbun,Non-Indian reference food,portion,105,150,195,0.5,69.0,Henry et al. GI tables (non-Indian cohort),19.32,19.32,19.32,Medium,0.88,28.0,Original country: Hong. Renamed generically for Indian audience.,Barbecueporkbun | barbecueporkbun,"Barbecuepork Bun | aka Barbecueporkbun | aliases: Barbecueporkbun, barbecueporkbun | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 69 | GL_median: 19.32 | GL_category: Medium | available_carbs_g: 28 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Hong. Renamed generically for Indian audience.",28.0,42.0
