food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
WEST_IN_0237,Blueberry Muffin,Blueberry Muffin,Western foods (India) - Desserts,piece,52,70,88,0.55,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,46.83,46.83,46.83,High,0.68,68.56515373352855,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
NONIND_0363,Boiled Barley Max,Boiledbarleymax,Non-Indian reference food,portion,105,150,195,0.5,24.3,Henry et al. GI tables (non-Indian cohort),3.97,3.97,3.97,Low,0.88,16.337448559670783,Original country: Japan. Renamed generically for Indian audience.
NONIND_0687,Boiled Besan,Boiledchickpea,Non-Indian reference food,portion,105,150,195,0.5,33.3,Henry et al. GI tables (non-Indian cohort),5.93,5.93,5.93,Low,0.88,17.80780780780781,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0686,Boiled Cassava,Boiledcassava,Non-Indian reference food,portion,105,150,195,0.5,78.7,Henry et al. GI tables (non-Indian cohort),14.01,14.01,14.01,Medium,0.88,17.801778907242692,Original country: SriLanka. Renamed generically for Indian audience.
T2_0108,Boiled Corn Chaat,Boiled corn chaat,Snacks,handful,15,25,35,0.5,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,39.6,39.6,39.6,High,0.8,72.0,Boiled sweet corn with veg.
NONIND_0591,Boiled Cowpea,Boiledcowpea,Non-Indian reference food,portion,105,150,195,0.5,49.0,Henry et al. GI tables (non-Indian cohort),13.07,13.07,13.07,Medium,0.88,26.6734693877551,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0181,Boiled Gembili,Boiledgembili(Dioscoreaesculenta),Non-Indian reference food,portion,105,150,195,0.5,85.6,Henry et al. GI tables (non-Indian cohort),12.44,12.44,12.44,Medium,0.88,14.532710280373832,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0688,Boiled Green Gram,Boiledgreengram,Non-Indian reference food,portion,105,150,195,0.5,31.4,Henry et al. GI tables (non-Indian cohort),5.59,5.59,5.59,Low,0.88,17.802547770700638,Original country: SriLanka. Renamed generically for Indian audience.
IND_HENRY2021_702,Boiled Maize,Boiledmaize (with wholebengal gram),Other,portion,105,150,195,0.5,68.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",9.16,9.16,9.16,Low,0.92,13.333333333333332,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.86.
NONIND_0590,Boiled Mung Bean,Boiledmungbean,Non-Indian reference food,portion,105,150,195,0.5,57.0,Henry et al. GI tables (non-Indian cohort),15.2,15.2,15.2,Medium,0.88,26.666666666666668,Original country: SriLanka. Renamed generically for Indian audience.
T2_0110,Boiled Peanuts,Boiled peanuts,Snacks,handful,15,25,35,0.5,25.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.0,11.0,11.0,Medium,0.84,44.0,Moderate carbs per 100g.
NONIND_0685,Boiled Potato,Boiledpotato,Non-Indian reference food,portion,105,150,195,0.5,65.2,Henry et al. GI tables (non-Indian cohort),11.61,11.61,11.61,Medium,0.88,17.80674846625767,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0762,Boiled Sevai,Boiledvermicelliwithwater,Non-Indian reference food,bowl,150,200,250,0.7,67.5,Henry et al. GI tables (non-Indian cohort),6.75,6.75,6.75,Low,0.88,10.0,Original country: Oman. Renamed generically for Indian audience.
NONIND_0718,Boma An,Boma’An(Dates),Non-Indian reference food,portion,105,150,195,0.5,46.3,Henry et al. GI tables (non-Indian cohort),21.24,21.24,21.24,High,0.88,45.874730021598275,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0783,Bourgoulabanadoura,Bourgoulabanadoura,Non-Indian reference food,portion,105,150,195,0.5,50.1,Henry et al. GI tables (non-Indian cohort),3.97,3.97,3.97,Low,0.88,7.924151696606787,Original country: Lebanon. Renamed generically for Indian audience.
NONIND_0420,Bread,Bread(Wholewheatwithdriedfruit),Non-Indian reference food,slice,20,25,30,0.9,47.0,Henry et al. GI tables (non-Indian cohort),37.6,37.6,37.6,High,0.88,80.0,Original country: China. Renamed generically for Indian audience.
NONIND_0593,Bread Fruit,Breadfruit,Non-Indian reference food,piece,135,180,225,0.75,65.0,Henry et al. GI tables (non-Indian cohort),14.44,14.44,14.44,Medium,0.88,22.215384615384615,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0566,Bread Fruit Boiled,"Breadfruit,Boiled",Non-Indian reference food,piece,135,180,225,0.75,47.0,Henry et al. GI tables (non-Indian cohort),4.73,4.73,4.73,Low,0.88,10.063829787234043,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0567,Bread Fruit Roasted,"Breadfruit,Roasted",Non-Indian reference food,piece,135,180,225,0.75,72.0,Henry et al. GI tables (non-Indian cohort),9.04,9.04,9.04,Low,0.88,12.555555555555554,Original country: WestIndia. Renamed generically for Indian audience.
T3_0101,Bread Pakora,Bread pakora,Snacks,portion,105,150,195,0.7,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.0,16.0,16.0,Medium,0.6,20.0,Fried bread; recipe-based.
WEST_IN_0129,Bread Sticks,Breadsticks,Western foods (India) - Sandwiches,portion,60,80,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,29.29,29.29,29.29,High,0.74,41.25352112676056,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
T3_0114,Bread Upma,Bread upma,Mixed meals,katori,160,200,240,0.7,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.75,8.75,8.75,Low,0.62,12.5,Bread cooked; recipe-based.
NONIND_0244,Bread with Cinnamon,Cinnamonbread+Coconutflour,Non-Indian reference food,slice,20,25,30,0.9,62.7,Henry et al. GI tables (non-Indian cohort),50.16,50.16,50.16,High,0.88,80.0,Original country: Philippines. Renamed generically for Indian audience.
T1_0533,Broken Rice White Cooked in Rice Cooker,"Broken rice, white, cooked in rice cooker",Grains & staples,plate,120,150,180,0.85,86.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #533",22.03,19.73,24.66,High,0.92,25.61627906976744,Normalized to 100g from table serving 150g with 43g available carbs and GL 37.
T1_0597,Brown High Amylose Rice Boiled,"Brown, high amylose (IR 42) rice, boiled",Grains & staples,plate,120,150,180,0.85,30.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #597",7.5,6.72,8.4,Low,0.92,25.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 24.
IND_HENRY2021_669,Brown Ragi Roti,Brownragiroti,Grains & staples,piece,22,30,38,0.8,61.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 69.44 g provides 50 g available carbs (table page 23).",33.55,26.23,41.48,High,0.9,54.99999999999999,Computed carbs per 100 g using study portion: 50 g available carbs in 69.44 g portion. GI SEM/SD reported: 5.77.
IND_HENRY2021_671,Brown Ragi Roti with Curry Leafpowder,Brownragiroti + curryleafpowder (CLP),Grains & staples,piece,22,30,38,0.8,56.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 64.585 g provides 50 g available carbs (table page 23).",30.91,24.17,38.22,High,0.9,55.0,Computed carbs per 100 g using study portion: 50 g available carbs in 64.585 g portion. GI SEM/SD reported: 5.56.
IND_HENRY2021_683,Brown Rice,Brownrice,Grains & staples,plate,120,150,180,0.85,57.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 141; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 12 g available carbs (table page 23).",12.35,11.06,13.83,Medium,0.92,21.44097222222222,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 6.8.
T1_0589,Brown Rice Boiled in Excess Water for,"Brown rice, boiled in excess water for",Grains & staples,plate,120,150,180,0.85,25.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #589",8.88,8.88,8.88,Low,0.92,35.52,Normalized to 100g from table serving 150g with 40g available carbs and GL 29.
NONIND_0644,Brown Rice Flour Idiyappam with Bean Curry,Brownriceflourstringhoppers+Beanscurry,Non-Indian reference food,bowl,150,200,250,0.7,39.9,Henry et al. GI tables (non-Indian cohort),23.94,19.15,28.73,High,0.88,60.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0650,Brown Rice Flour Idiyappam with Coconut,Brownriceflourstringhoppers+Coconut,Non-Indian reference food,bowl,150,200,250,0.7,50.5,Henry et al. GI tables (non-Indian cohort),20.3,18.18,22.73,High,0.88,40.198019801980195,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0648,Brown Rice Flour Idiyappam with Fish Curry,Brownriceflourstringhoppers+Fishcurry,Non-Indian reference food,bowl,150,200,250,0.7,45.3,Henry et al. GI tables (non-Indian cohort),27.18,21.74,32.62,High,0.88,60.00000000000001,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0646,Brown Rice Flour Idiyappam with Lentil Curry,Brownriceflourstringhoppers+Lentilcurry,Non-Indian reference food,bowl,150,200,250,0.7,44.3,Henry et al. GI tables (non-Indian cohort),26.58,21.26,31.9,High,0.88,60.00000000000001,Original country: SriLanka. Renamed generically for Indian audience.
T4_0057,Brownie,Brownie,Sweets & desserts,piece,45,60,75,0.8,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,50.0,50.0,50.0,High,0.54,66.66666666666667,Chocolate dessert.
NONIND_0258,Brownie with Coconut Flour,Brownies+Coconutflour,Non-Indian reference food,piece,45,60,75,0.8,60.1,Henry et al. GI tables (non-Indian cohort),20.03,20.03,20.03,High,0.88,33.32778702163061,Original country: Philippines. Renamed generically for Indian audience.
WEST_IN_0238,Brownie with Ice Cream,Brownie with Ice Cream,Western foods (India) - Desserts,scoop,38,50,62,0.75,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.48,24.48,24.48,High,0.68,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: icecream.
T4_0130,Bubble Tea,Bubble tea (Indian cafe),Beverages,cup,120,150,180,0.85,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.0,14.0,14.0,Medium,0.5,20.0,Sugar + starch pearls.
NONIND_0400,Buckwheat Jelly,Buckwheatjelly,Non-Indian reference food,portion,105,150,195,0.5,65.7,Henry et al. GI tables (non-Indian cohort),6.88,6.88,6.88,Low,0.88,10.471841704718416,Original country: Korea. Renamed generically for Indian audience.
NONIND_0386,Buckwheat Noodles,Buckwheatnoodles,Non-Indian reference food,bowl,188,250,312,0.7,59.6,Henry et al. GI tables (non-Indian cohort),16.97,16.97,16.97,Medium,0.88,28.473154362416107,Original country: Korea. Renamed generically for Indian audience.
NONIND_0395,Buckwheat Pan Cake,Buckwheatpancakes,Non-Indian reference food,piece,60,80,100,0.75,49.9,Henry et al. GI tables (non-Indian cohort),18.4,18.4,18.4,Medium,0.88,36.87374749498998,Original country: Korea. Renamed generically for Indian audience.
T4_0103,Buffet Meal,Buffet meal (Indian restaurant),Mixed meals,portion,105,150,195,0.5,62.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.33,10.33,10.33,Medium,0.52,16.661290322580644,Multiple items; very high uncertainty.
NONIND_0093,Bun,Bun,Non-Indian reference food,portion,105,150,195,0.5,82.0,Henry et al. GI tables (non-Indian cohort),36.95,36.95,36.95,High,0.88,45.060975609756106,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0167,Bun Cis Yardlong Bean,Buncis/Yardlongbean(Vignasesquipedalis),Non-Indian reference food,portion,105,150,195,0.5,43.0,Henry et al. GI tables (non-Indian cohort),6.79,6.79,6.79,Low,0.88,15.790697674418604,Original country: Indonesia. Renamed generically for Indian audience.
IND_HENRY2021_622,Burfi,"Burfi (made with 43% foxtailmillet,57% bengal",Grains & staples,plate,120,150,180,0.55,37.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 120; n=None None; ref food/time: Healthy Glucose/2.5h gramflour) participants; portion 50 g provides 10 g available carbs (table page 21).",5.0,5.0,5.0,Low,0.9,13.333333333333334,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 18.5.
T4_0026,Burger,Burger (chicken),Mixed meals,portion,135,180,225,0.75,68.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.58,10.58,10.58,Medium,0.55,15.558823529411764,Bun dominant.
WEST_IN_0099,Burger Aloo Tikki,Burger Aloo Tikki,Western foods (India) - Burgers,portion,135,180,225,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.83,11.83,11.83,Medium,0.74,16.661971830985916,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0102,Burger Bbq Chicken,Burger BBQ Chicken,Western foods (India) - Burgers,portion,135,180,225,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.74,14.449275362318842,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0105,Burger Cheese Veg,Burger Cheese Veg,Western foods (India) - Burgers,portion,135,180,225,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.74,16.666666666666668,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0108,Burger Chicken,Burger Chicken,Western foods (India) - Burgers,portion,135,180,225,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.74,14.449275362318842,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0111,Burger Crispy Chicken,Burger Crispy Chicken,Western foods (India) - Burgers,portion,135,180,225,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.74,14.449275362318842,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0114,Burger Egg,Burger Egg,Western foods (India) - Burgers,portion,135,180,225,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.26,10.26,10.26,Medium,0.74,14.450704225352112,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0117,Burger Fish,Burger Fish,Western foods (India) - Burgers,portion,135,180,225,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.74,14.449275362318842,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
