food_id,canonical_name,canonical_name_original,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
NONIND_0181,Boiled Gembili,Boiledgembili(Dioscoreaesculenta),Non-Indian reference food,85.6,Henry et al. GI tables (non-Indian cohort),18.6,16.8,20.5,Medium,0.88,100,21.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0688,Boiled Green Gram,Boiledgreengram,Non-Indian reference food,31.4,Henry et al. GI tables (non-Indian cohort),8.4,7.5,9.2,Low,0.88,100,26.7,Original country: SriLanka. Renamed generically for Indian audience.
IND_HENRY2021_702,Boiled Maize,Boiledmaize (with wholebengal gram),Other,68.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",13.7,12.6,14.8,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.86.
NONIND_0590,Boiled Mung Bean,Boiledmungbean,Non-Indian reference food,57.0,Henry et al. GI tables (non-Indian cohort),22.8,20.5,25.1,High,0.88,100,40.0,Original country: SriLanka. Renamed generically for Indian audience.
T2_0110,Boiled Peanuts,Boiled peanuts,Snacks,25.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.75,2.31,3.19,Low,0.84,100,11.0,Moderate carbs per 100g.
NONIND_0685,Boiled Potato,Boiledpotato,Non-Indian reference food,65.2,Henry et al. GI tables (non-Indian cohort),17.4,15.6,19.1,Medium,0.88,100,26.7,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0762,Boiled Sevai,Boiledvermicelliwithwater,Non-Indian reference food,67.5,Henry et al. GI tables (non-Indian cohort),13.5,12.1,14.8,Medium,0.88,100,20.0,Original country: Oman. Renamed generically for Indian audience.
NONIND_0718,Boma An,Boma’An(Dates),Non-Indian reference food,46.3,Henry et al. GI tables (non-Indian cohort),31.8,28.7,35.0,High,0.88,100,68.8,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0783,Bourgoulabanadoura,Bourgoulabanadoura,Non-Indian reference food,50.1,Henry et al. GI tables (non-Indian cohort),6.0,5.4,6.6,Low,0.88,100,11.9,Original country: Lebanon. Renamed generically for Indian audience.
NONIND_0420,Bread,Bread(Wholewheatwithdriedfruit),Non-Indian reference food,47.0,Henry et al. GI tables (non-Indian cohort),9.4,8.5,10.3,Low,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
NONIND_0593,Bread Fruit,Breadfruit,Non-Indian reference food,65.0,Henry et al. GI tables (non-Indian cohort),26.0,23.4,28.6,High,0.88,100,40.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0566,Bread Fruit Boiled,"Breadfruit,Boiled",Non-Indian reference food,47.0,Henry et al. GI tables (non-Indian cohort),8.5,7.6,9.3,Low,0.88,100,18.1,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0567,Bread Fruit Roasted,"Breadfruit,Roasted",Non-Indian reference food,72.0,Henry et al. GI tables (non-Indian cohort),16.3,14.6,17.9,Medium,0.88,100,22.6,Original country: WestIndia. Renamed generically for Indian audience.
T3_0101,Bread Pakora,Bread pakora,Snacks,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,24.0,14.4,33.6,High,0.6,100,30.0,Fried bread; recipe-based.
WEST_IN_0129,Bread Sticks,Breadsticks,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.7,29.1,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
T3_0114,Bread Upma,Bread upma,Mixed meals,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.5,10.85,24.15,Medium,0.62,100,25.0,Bread cooked; recipe-based.
NONIND_0244,Bread with Cinnamon,Cinnamonbread+Coconutflour,Non-Indian reference food,62.7,Henry et al. GI tables (non-Indian cohort),12.5,11.3,13.8,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
T1_0533,Broken Rice White Cooked in Rice Cooker,"Broken rice, white, cooked in rice cooker",Grains & staples,86.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #533",24.67,22.7,26.64,High,0.92,100,28.67,Normalized to 100g from table serving 150g with 43g available carbs and GL 37.
T1_0597,Brown High Amylose Rice Boiled,"Brown, high amylose (IR 42) rice, boiled",Grains & staples,30.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #597",16.0,14.72,17.28,Medium,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 24.
IND_HENRY2021_669,Brown Ragi Roti,Brownragiroti,Grains & staples,61.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 69.44 g provides 50 g available carbs (table page 23).",43.9,39.51,48.29,High,0.9,100,72.0,Computed carbs per 100 g using study portion: 50 g available carbs in 69.44 g portion. GI SEM/SD reported: 5.77.
IND_HENRY2021_671,Brown Ragi Roti with Curry Leafpowder,Brownragiroti + curryleafpowder (CLP),Grains & staples,56.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 64.585 g provides 50 g available carbs (table page 23).",43.5,39.15,47.85,High,0.9,100,77.4,Computed carbs per 100 g using study portion: 50 g available carbs in 64.585 g portion. GI SEM/SD reported: 5.56.
IND_HENRY2021_683,Brown Rice,Brownrice,Grains & staples,57.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 141; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 12 g available carbs (table page 23).",13.8,12.7,14.9,Medium,0.92,100,24.0,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 6.8.
T1_0589,Brown Rice Boiled in Excess Water for,"Brown rice, boiled in excess water for",Grains & staples,25.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #589",19.33,17.78,20.88,High,0.92,100,26.67,Normalized to 100g from table serving 150g with 40g available carbs and GL 29.
NONIND_0644,Brown Rice Flour Idiyappam with Bean S Curry,Brownriceflourstringhoppers+Beanscurry,Non-Indian reference food,39.9,Henry et al. GI tables (non-Indian cohort),24.0,21.6,26.4,High,0.88,100,60.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0650,Brown Rice Flour Idiyappam with Coconut,Brownriceflourstringhoppers+Coconut,Non-Indian reference food,50.5,Henry et al. GI tables (non-Indian cohort),30.3,27.2,33.3,High,0.88,100,60.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0648,Brown Rice Flour Idiyappam with Fish Curry,Brownriceflourstringhoppers+Fishcurry,Non-Indian reference food,45.3,Henry et al. GI tables (non-Indian cohort),27.2,24.4,29.9,High,0.88,100,60.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0646,Brown Rice Flour Idiyappam with Lentil Curry,Brownriceflourstringhoppers+Lentilcurry,Non-Indian reference food,44.3,Henry et al. GI tables (non-Indian cohort),26.6,23.9,29.2,High,0.88,100,60.0,Original country: SriLanka. Renamed generically for Indian audience.
T4_0057,Brownie,Brownie,Sweets & desserts,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,16.2,43.8,High,0.54,100,40.0,Chocolate dessert.
NONIND_0258,Brownie S with Coconut Flour,Brownies+Coconutflour,Non-Indian reference food,60.1,Henry et al. GI tables (non-Indian cohort),12.0,10.8,13.2,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
WEST_IN_0238,Brownie with Ice Cream,Brownie with Ice Cream,Western foods (India) - Desserts,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.2,8.9,15.5,Medium,0.68,100,24.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: icecream.
T4_0130,Bubble Tea,Bubble tea (Indian cafe),Beverages,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.5,5.25,15.75,Medium,0.5,100,15.0,Sugar + starch pearls.
NONIND_0400,Buckwheat Jelly,Buckwheatjelly,Non-Indian reference food,65.7,Henry et al. GI tables (non-Indian cohort),10.3,9.3,11.3,Medium,0.88,100,15.7,Original country: Korea. Renamed generically for Indian audience.
NONIND_0386,Buckwheat Noodles,Buckwheatnoodles,Non-Indian reference food,59.6,Henry et al. GI tables (non-Indian cohort),42.5,38.2,46.7,High,0.88,100,71.2,Original country: Korea. Renamed generically for Indian audience.
NONIND_0395,Buckwheat Pan Cake S,Buckwheatpancakes,Non-Indian reference food,49.9,Henry et al. GI tables (non-Indian cohort),14.7,13.3,16.2,Medium,0.88,100,29.5,Original country: Korea. Renamed generically for Indian audience.
T4_0103,Buffet Meal,Buffet meal (Indian restaurant),Mixed meals,62.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.5,8.06,22.94,Medium,0.52,100,25.0,Multiple items; very high uncertainty.
NONIND_0093,Bun,Bun,Non-Indian reference food,82.0,Henry et al. GI tables (non-Indian cohort),55.4,49.9,60.9,High,0.88,100,67.6,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0167,Bun Cis Yardlong Bean,Buncis/Yardlongbean(Vignasesquipedalis),Non-Indian reference food,43.0,Henry et al. GI tables (non-Indian cohort),10.2,9.2,11.2,Medium,0.88,100,23.7,Original country: Indonesia. Renamed generically for Indian audience.
IND_HENRY2021_622,Burfi,"Burfi (made with 43% foxtailmillet,57% bengal",Grains & staples,37.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 120; n=None None; ref food/time: Healthy Glucose/2.5h gramflour) participants; portion 50 g provides 10 g available carbs (table page 21).",7.5,6.75,8.25,Low,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 18.5.
T4_0026,Burger,Burger (chicken),Mixed meals,68.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.04,10.47,27.61,High,0.55,100,28.0,Bun dominant.
WEST_IN_0099,Burger Aloo Tikki,Burger Aloo Tikki,Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.3,16.1,26.5,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0102,Burger Bbq Chicken,Burger BBQ Chicken,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0105,Burger Cheese Veg,Burger Cheese Veg,Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0108,Burger Chicken,Burger Chicken,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0111,Burger Crispy Chicken,Burger Crispy Chicken,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0114,Burger Egg,Burger Egg,Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,18.5,14.0,23.0,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0117,Burger Fish,Burger Fish,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0120,Burger Paneer,Burger Paneer,Western foods (India) - Burgers,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.9,15.8,26.0,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0123,Burger Spicy Veg,Burger Spicy Veg,Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0126,Burger Veg,Burger Veg,Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
NONIND_0120,Burisugar,Burisugar,Non-Indian reference food,57.0,Henry et al. GI tables (non-Indian cohort),48.6,43.8,53.5,High,0.88,100,85.3,Original country: Malaysia. Renamed generically for Indian audience.
T4_0068,Burrito,Burrito (veg),Mixed meals,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.0,9.9,26.1,Medium,0.55,100,30.0,Rice + wrap.
WEST_IN_0185,Burrito Chicken,Burrito Chicken,Western foods (India) - Wraps & Tex-Mex,69.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: cooked white rice from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,20.8,15.5,26.1,High,0.71,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burrito.
WEST_IN_0186,Burrito Veg,Burrito Veg,Western foods (India) - Wraps & Tex-Mex,70.8,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: cooked white rice from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,21.2,15.8,26.6,High,0.71,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burrito.
NONIND_0692,Butter Cake,Buttercake,Non-Indian reference food,64.7,Henry et al. GI tables (non-Indian cohort),17.3,15.5,19.0,Medium,0.88,100,26.7,Original country: SriLanka. Renamed generically for Indian audience.
T4_0001,Butter Chicken,Butter chicken,Mixed meals,35.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.8,1.62,3.98,Low,0.58,100,8.0,Tomato-butter gravy; carbs mainly from sauce.
