food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,portion_serving_key,gi,gl_median,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
INDWEBX_00052,Hara bhara kebab,Hara bhara kebab,Mixed meals,Portion (100g),100,100,100,0.75,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Tuna Fish Bun' (food_id=NONIND_0519); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",portion_100g,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00053,Kadhi chawal,Kadhi chawal,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00054,Kesari (sheera),Kesari (sheera),Mixed meals,Portion (100g),100,100,100,0.75,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,62.7,14.84,23.67,14.84,14.84,14.84,100.0,23.67,23.67,23.67
INDWEBX_00055,Khichu,Khichu,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.77,11.77,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,11.77,16.13,11.77,11.77,11.77,100.0,16.13,16.13,16.13
INDWEBX_00056,Kulcha chole,Kulcha chole,Mixed meals,Naan (1 piece),67,44,90,0.9,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1780",41.74,18.37,37.58,High,0.5,86.97,Class=bread. Proxy-mapped to validated source 'Chapati Barley' (food_id=T1_1780); score=0.00; tier=prototype. Converted from source serving_size_g=30g.,naan_piece_44_90g,48.0,27.97,86.97,41.75,41.75,41.75,100.0,58.27,38.27,78.27
INDWEBX_00057,Marie biscuit,Marie biscuit,Mixed meals,Portion (100g),100,100,100,0.75,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,62.7,14.84,23.67,14.84,14.84,14.84,100.0,23.67,23.67,23.67
INDWEBX_00058,Masala oats,Masala oats,Mixed meals,Portion (100g),100,100,100,0.75,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,portion_100g,55.8,19.39,34.75,19.39,19.39,19.39,100.0,34.75,34.75,34.75
INDWEBX_00059,Parle-G,Parle-G,Mixed meals,Portion (100g),100,100,100,0.75,43.0,Henry et al. GI tables (non-Indian cohort),9.49,9.49,9.49,Low,0.5,22.07,Class=other. Proxy-mapped to validated source 'Indian Basmati Rice with G' (food_id=NONIND_0670); score=0.17; tier=low. Converted from source serving_size_g=150g.,portion_100g,43.0,9.49,22.07,9.49,9.49,9.49,100.0,22.07,22.07,22.07
INDWEBX_00060,Parotta,Parotta,Mixed meals,Paratha (1 piece),79,65,95,0.9,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,8.01,11.71,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,paratha_piece_79g,73.0,9.74,16.89,12.33,12.33,12.33,100.0,13.34,10.98,16.05
INDWEBX_00061,Patra (alu vadi),Patra (alu vadi),Mixed meals,Portion (100g),100,100,100,0.75,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,37.0,1.23,3.33,1.23,1.23,1.23,100.0,3.33,3.33,3.33
INDWEBX_00062,Pazham pori,Pazham pori,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00063,Rose milk,Rose milk,Mixed meals,Glass (standard),200,200,200,0.9,31.0,Henry et al. GI tables (non-Indian cohort),4.96,9.92,9.92,Low,0.5,16.0,Class=other. Proxy-mapped to validated source 'Coconut Milk Porridge' (food_id=NONIND_0628); score=0.25; tier=low. Converted from source serving_size_g=250g.,glass_200ml,31.0,9.92,16.0,4.96,4.96,4.96,100.0,32.0,32.0,32.0
INDWEBX_00064,Shami kebab,Shami kebab,Mixed meals,Portion (100g),100,100,100,0.75,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Fish Snacks with Chilli Sauce' (food_id=NONIND_0115); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",portion_100g,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00065,Sheekh kebab,Sheekh kebab,Mixed meals,Portion (100g),100,100,100,0.75,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Fried Egg and Wich' (food_id=NONIND_0756); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",portion_100g,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00066,Suji rava kesari,Suji rava kesari,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00067,Thukpa,Thukpa,Mixed meals,Portion (100g),100,100,100,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,59.0,30.68,52.0,30.68,30.68,30.68,100.0,52.0,52.0,52.0
INDWEBX_00068,Yippee noodles,Yippee noodles,Mixed meals,Portion (100g),100,100,100,0.75,61.0,Henry et al. GI tables (non-Indian cohort),17.64,17.64,17.64,Medium,0.5,28.92,Class=other. Proxy-mapped to validated source 'Sautaobejing Noodles' (food_id=NONIND_0540); score=0.41; tier=low. Converted from source serving_size_g=250g.,portion_100g,61.0,17.64,28.92,17.64,17.64,17.64,100.0,28.92,28.92,28.92
INDWEBX_00069,Chana dal (tadka),Chana dal (tadka),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,23.74,35.62,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,62.7,29.68,23.67,14.84,14.84,14.84,100.0,47.34,37.87,56.81
INDWEBX_00070,Dal dhokli,Dal dhokli,Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,13.31,19.97,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,48.0,16.64,17.33,8.32,8.32,8.32,100.0,34.66,27.73,41.59
INDWEBX_00071,Dal palak,Dal palak,Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,4.1,6.14,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,dal_katori_default,40.0,5.12,6.4,2.56,2.56,2.56,100.0,12.8,10.24,15.36
INDWEBX_00072,Kadhi (plain),Kadhi (plain),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,49.09,73.63,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,59.0,61.36,52.0,30.68,30.68,30.68,100.0,104.0,83.2,124.8
INDWEBX_00073,Kala chana curry,Kala chana curry,Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,44.4,Henry et al. GI tables (non-Indian cohort),7.9,12.64,18.96,Medium,0.5,17.8,Class=other. Proxy-mapped to validated source 'Pittu with Greenleafy Curry' (food_id=NONIND_0682); score=0.17; tier=low. Converted from source serving_size_g=150g.,dal_katori_default,44.4,15.8,17.8,7.9,7.9,7.9,100.0,35.6,28.48,42.72
INDWEBX_00074,Lobia curry,Lobia curry,Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,92.0,Henry et al. GI tables (non-Indian cohort),43.18,69.09,103.63,High,0.5,46.93,Class=other. Proxy-mapped to validated source 'Chicken Curry Puff' (food_id=NONIND_0007); score=0.25; tier=low. Converted from source serving_size_g=150g.,dal_katori_default,92.0,86.36,46.93,43.18,43.18,43.18,100.0,93.86,75.09,112.63
INDWEBX_00075,Masoor dal (fry),Masoor dal (fry),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,2.7,4.06,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,10.0,3.38,16.89,1.69,1.69,1.69,100.0,33.78,27.02,40.54
INDWEBX_00076,Mix dal (boiled),Mix dal (boiled),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,67.5,Henry et al. GI tables (non-Indian cohort),6.75,10.8,16.2,Medium,0.5,10.0,Class=other. Proxy-mapped to validated source 'Boiled Sevai' (food_id=NONIND_0762); score=0.40; tier=low. Converted from source serving_size_g=200g.,dal_katori_default,67.5,13.5,10.0,6.75,6.75,6.75,100.0,20.0,16.0,24.0
INDWEBX_00077,Mix dal (fry),Mix dal (fry),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,19.73,29.59,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,73.0,24.66,16.89,12.33,12.33,12.33,100.0,33.78,27.02,40.54
INDWEBX_00078,Mix dal (tadka),Mix dal (tadka),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,23.74,35.62,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,62.7,29.68,23.67,14.84,14.84,14.84,100.0,47.34,37.87,56.81
INDWEBX_00079,Moong dal (fry),Moong dal (fry),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,18.83,28.25,High,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,73.0,23.54,16.13,11.77,11.77,11.77,100.0,32.26,25.81,38.71
INDWEBX_00080,Rajma curry,Rajma curry,Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,44.4,Henry et al. GI tables (non-Indian cohort),6.78,10.85,16.27,Medium,0.5,15.27,Class=other. Proxy-mapped to validated source 'Pittu with Green Curry' (food_id=NONIND_0601); score=0.20; tier=low. Converted from source serving_size_g=150g.,dal_katori_default,44.4,13.56,15.27,6.78,6.78,6.78,100.0,30.54,24.43,36.65
INDWEBX_00081,Toor dal (boiled),Toor dal (boiled),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,72.0,Henry et al. GI tables (non-Indian cohort),8.59,13.74,20.62,Medium,0.5,11.93,Class=other. Proxy-mapped to validated source 'Dasheen Boiled' (food_id=NONIND_0563); score=0.40; tier=low. Converted from source serving_size_g=150g.,dal_katori_default,72.0,17.18,11.93,8.59,8.59,8.59,100.0,23.86,19.09,28.63
INDWEBX_00082,Toor dal (fry),Toor dal (fry),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.97,2.95,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,37.0,2.46,3.33,1.23,1.23,1.23,100.0,6.66,5.33,7.99
INDWEBX_00083,Urad dal (boiled),Urad dal (boiled),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,65.2,Henry et al. GI tables (non-Indian cohort),11.61,18.58,27.86,High,0.5,17.8,Class=other. Proxy-mapped to validated source 'Boiled Potato' (food_id=NONIND_0685); score=0.40; tier=low. Converted from source serving_size_g=150g.,dal_katori_default,65.2,23.22,17.8,11.61,11.61,11.61,100.0,35.6,28.48,42.72
INDWEBX_00084,Urad dal (fry),Urad dal (fry),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,23.74,35.62,High,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,62.7,29.68,23.67,14.84,14.84,14.84,100.0,47.34,37.87,56.81
INDWEBX_00085,Urad dal (tadka),Urad dal (tadka),Pulses & legumes,Dal / curry (1 katori),200,160,240,0.6,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,13.31,19.97,Medium,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,48.0,16.64,17.33,8.32,8.32,8.32,100.0,34.66,27.73,41.59
INDWEBX_00086,Fish curry (Goan),Fish curry (Goan),Mixed meals,Dal / curry (1 katori),200,160,240,0.6,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Fish Snacks with Chilli Sauce' (food_id=NONIND_0115); score=0.22; tier=low. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",dal_katori_default,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00087,Fish molee,Fish molee,Mixed meals,Portion (100g),100,100,100,0.75,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Burger Fish' (food_id=WEST_IN_0117); score=0.41; tier=low. Converted from source serving_size_g=180g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",portion_100g,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00088,Meen pollichathu,Meen pollichathu,Mixed meals,Portion (100g),100,100,100,0.75,56.1,Henry et al. GI tables (non-Indian cohort),16.83,16.83,16.83,Medium,0.48,30.0,Class=protein. Proxy-mapped to validated source 'White Rice Flour Idiyappam with Fish Curry' (food_id=NONIND_0649); score=0.00; tier=prototype. Converted from source serving_size_g=200g.,portion_100g,56.1,16.83,30.0,16.83,16.83,16.83,100.0,30.0,30.0,30.0
INDWEBX_00089,Prawn curry,Prawn curry,Mixed meals,Dal / curry (1 katori),200,160,240,0.6,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Curry Puff' (food_id=NONIND_0026); score=0.33; tier=low. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",dal_katori_default,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
