food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,gl_median_portion,gl_min_portion,gl_max_portion,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
NONIND_0096,Basmati,Basmati,Non-Indian reference food,portion,105,150,195,0.5,50,Henry et al. GI tables (non-Indian cohort),8.87,8.87,8.87,Low,0.88,17.73333333,Original country: Malaysia. Renamed generically for Indian audience.,17.73333333,8.87,8.87,8.87,100,portion_100g,8.87,8.87,8.87,17.73,17.73,17.73
T1_0563,Basmati Easy Cook Boiled,"Basmati, easy cook, boiled",Grains & staples,plate,120,150,180,0.55,9,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #563",1.68,1.68,1.68,Low,0.92,18.66666667,Normalized to 100g from table serving 150g with 42g available carbs and GL 28.,18.66666667,1.68,1.68,1.68,100,portion_100g,1.68,1.68,1.68,18.67,18.67,18.67
NONIND_0057,Basmati Rice,"Basmatirice(Dreamrice,Singapore)",Non-Indian reference food,plate,120,150,180,0.85,55,Henry et al. GI tables (non-Indian cohort),36.94,33.08,41.36,High,0.88,50.13333333,Original country: Singapore. Renamed generically for Indian audience.,50.13333333,27.57,27.57,27.57,100,cooked_rice_nin_cup_200ml,27.57,27.57,27.57,67.18,60.16,75.2
T1_0558,Basmati White Boiled,"Basmati, white, boiled",Grains & staples,plate,120,150,180,0.55,12,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #558",1.49,1.49,1.49,Low,0.92,12.44666667,Normalized to 100g from table serving 150g with 28g available carbs and GL 15.,12.44666667,1.49,1.49,1.49,100,portion_100g,1.49,1.49,1.49,12.45,12.45,12.45
T3_0129,Basundi,Basundi,Sweets & desserts,piece,52,70,88,0.55,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,18,18,18,Medium,0.6,25.71428571,Sweetened milk; recipe-based.,25.71428571,18,18,18,100,portion_100g,18,18,18,25.71,25.71,25.71
NONIND_0743,Batheetha,Batheetha,Non-Indian reference food,portion,105,150,195,0.5,59,Henry et al. GI tables (non-Indian cohort),15.03,15.03,15.03,Medium,0.88,25.46666667,Original country: UnitedArab. Renamed generically for Indian audience.,25.46666667,15.03,15.03,15.03,100,portion_100g,15.03,15.03,15.03,25.47,25.47,25.47
T1_0625,Bebe Dobre Rano with Milk,"Bebe Dobre Rano with Milk (LU, Czech Republic)",Dairy,glass,200,250,300,0.9,50,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #625",28.8,28.8,28.8,High,0.92,28.8,Normalized to 100g from table serving 50g with 36g available carbs and GL 18.,28.8,14.4,14.4,14.4,100,glass_200ml,28.8,28.8,28.8,57.6,57.6,57.6
NONIND_0020,Beehoon,Beehoon,Non-Indian reference food,portion,105,150,195,0.5,35,Henry et al. GI tables (non-Indian cohort),18.85,18.85,18.85,Medium,0.88,53.86666667,Original country: Singapore. Renamed generically for Indian audience.,53.86666667,18.85,18.85,18.85,100,portion_100g,18.85,18.85,18.85,53.87,53.87,53.87
NONIND_0084,Berasmerah,Berasmerah(Redrice),Non-Indian reference food,portion,105,150,195,0.5,78.3,Henry et al. GI tables (non-Indian cohort),52.2,52.2,52.2,High,0.88,66.66666667,Original country: Malaysia. Renamed generically for Indian audience.,66.66666667,52.2,52.2,52.2,100,portion_100g,52.2,52.2,52.2,66.67,66.67,66.67
NONIND_0622,Besan,Chickpea(Legume),Non-Indian reference food,portion,105,150,195,0.5,33.3,Henry et al. GI tables (non-Indian cohort),6.57,6.57,6.57,Low,0.88,19.73333333,Original country: SriLanka. Renamed generically for Indian audience.,19.73333333,6.57,6.57,6.57,100,portion_100g,6.57,6.57,6.57,19.73,19.73,19.73
T1_0128,Besan Bread,"Chickpea flour bread, made from Amethyst-type",Pulses & legumes,slice,20,25,30,0.9,55,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #128",110,88,132,High,0.92,100,Normalized to 100g from table serving 30g with 13g available carbs and GL 7.,100,55,55,55,100,dal_katori_default,55,55,55,200,160,240
T2_0092,Besan Chilla,Besan chilla (plain),Mixed meals,portion,105,150,195,0.5,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.2,4.2,4.2,Low,0.83,12,Gram flour pancake; estimated.,12,4.2,4.2,4.2,100,portion_100g,4.2,4.2,4.2,12,12,12
T1_1777,Besan Dhal Besan,"besan (bengal gram) dhal, chickpea",Pulses & legumes,katori,120,150,180,0.55,11,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1777",3.52,2.82,4.22,Low,0.92,16,Normalized to 100g from table serving 150g with 36g available carbs and GL 4.,16,1.76,1.76,1.76,100,dal_katori_default,1.76,1.76,1.76,32,25.6,38.4
T2_0048,Bhatura,Bhatura,Breads & flatbreads,portion,105,150,195,0.5,85,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,22.67,22.67,22.67,High,0.8,26.66666667,Fried refined flour; recipe-based.,26.66666667,22.67,22.67,22.67,100,portion_100g,22.67,22.67,22.67,26.67,26.67,26.67
T2_0114,Bhel,"Bhel (plain, no sev)",Snacks,handful,15,25,35,0.5,70,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,70,70,70,High,0.78,100,Puffed rice-based; recipe estimate.,100,70,70,70,100,portion_100g,70,70,70,100,100,100
T2_0122,Bhel Puri,Bhel puri (with sev),Snacks,piece,15,20,25,0.7,75,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,75,75,75,High,0.78,100,Sev increases carbs; recipe-based.,100,75,75,75,100,portion_100g,75,75,75,100,100,100
T3_0012,Bhindi Masala,Bhindi masala,Mixed meals,portion,105,150,195,0.5,-1,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0,0,0,Low,0.75,4.666666667,"Okra; low carbs. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g).",4.666666667,0,0,0,100,portion_100g,0,0,0,4.67,4.67,4.67
NONIND_0140,Big Rice Noodles from Mixedsagopalm Flour,Bigricenoodlesfrommixedsagopalmflour,Non-Indian reference food,bowl,188,250,312,0.7,63.1,Henry et al. GI tables (non-Indian cohort),9.61,8.6,10.75,Low,0.88,11.36,Original country: Thailand. Renamed generically for Indian audience.,11.36,7.17,7.17,7.17,100,cooked_rice_nin_cup_200ml,7.17,7.17,7.17,15.22,13.63,17.04
NONIND_0270,Bihon,Bihon(Plain Wheat Noodles),Non-Indian reference food,portion,105,150,195,0.5,49,Henry et al. GI tables (non-Indian cohort),26.79,26.79,26.79,High,0.88,54.66666667,Original country: Philippines. Renamed generically for Indian audience.,54.66666667,26.79,26.79,26.79,100,portion_100g,26.79,26.79,26.79,54.67,54.67,54.67
NONIND_0738,Biryani,Biryani(Chicken),Non-Indian reference food,plate,200,250,300,0.75,52,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.88,7.88,Original country: UnitedArab. Renamed generically for Indian audience.,7.88,4.1,4.1,4.1,100,cooked_rice_nin_cup_200ml,4.1,4.1,4.1,10.56,9.46,11.82
IND_HENRY2021_643,Biscuit,Biscuit (refined wheat flour),Grains & staples,piece,11,15,19,0.75,68.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 129; n=None None; ref food/time: Healthy Glucose/2.5h participants; portion 50 g provides 10 g available carbs (table page 22).",68.7,68.7,68.7,High,0.92,100,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.,100,68.7,68.7,68.7,100,portion_100g,68.7,68.7,68.7,100,100,100
IND_HENRY2021_602,Biscuits,Biscuits (crude refined wheat flour),Grains & staples,plate,120,150,180,0.55,68,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 115; n=13 Healthy; ref food/time: Glucose/2.5h participants; portion 90 g provides 50 g available carbs (table page 21).",25.21,25.21,25.21,High,0.92,37.06666667,Computed carbs per 100 g using study portion: 50 g available carbs in 90 g portion. GI SEM/SD reported: 52.8.,37.06666667,25.21,25.21,25.21,100,portion_100g,25.21,25.21,25.21,37.07,37.07,37.07
T3_0061,Bisi Bele Bath,Bisi bele bath,Mixed meals,portion,105,150,195,0.5,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,7.2,7.2,7.2,Low,0.66,12,Rice+dal+veg; recipe-based.,12,7.2,7.2,7.2,100,portion_100g,7.2,7.2,7.2,12,12,12
WEST_IN_0236,Black Forest Cake,Black Forest Cake,Western foods (India) - Desserts,piece,60,80,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,40.98,High,0.68,60,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.,60,40.98,40.98,40.98,100,portion_100g,40.98,40.98,40.98,60,60,60
WEST_IN_0237,Blueberry Muffin,Blueberry Muffin,Western foods (India) - Desserts,piece,52,70,88,0.55,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,46.83,46.83,46.83,High,0.68,68.57142857,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.,68.57142857,46.83,46.83,46.83,100,portion_100g,46.83,46.83,46.83,68.57,68.57,68.57
NONIND_0363,Boiled Barley Max,Boiledbarleymax,Non-Indian reference food,portion,105,150,195,0.5,24.3,Henry et al. GI tables (non-Indian cohort),3.97,3.97,3.97,Low,0.88,16.33333333,Original country: Japan. Renamed generically for Indian audience.,16.33333333,3.97,3.97,3.97,100,portion_100g,3.97,3.97,3.97,16.33,16.33,16.33
NONIND_0687,Boiled Besan,Boiledchickpea,Non-Indian reference food,portion,105,150,195,0.5,33.3,Henry et al. GI tables (non-Indian cohort),5.93,5.93,5.93,Low,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,5.93,5.93,5.93,100,portion_100g,5.93,5.93,5.93,17.8,17.8,17.8
NONIND_0686,Boiled Cassava,Boiledcassava,Non-Indian reference food,portion,105,150,195,0.5,78.7,Henry et al. GI tables (non-Indian cohort),14.01,14.01,14.01,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,14.01,14.01,14.01,100,portion_100g,14.01,14.01,14.01,17.8,17.8,17.8
T2_0108,Boiled Corn Chaat,Boiled corn chaat,Snacks,handful,15,25,35,0.5,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,39.6,39.6,39.6,High,0.8,72,Boiled sweet corn with veg.,72,39.6,39.6,39.6,100,portion_100g,39.6,39.6,39.6,72,72,72
NONIND_0591,Boiled Cowpea,Boiledcowpea,Non-Indian reference food,portion,105,150,195,0.5,49,Henry et al. GI tables (non-Indian cohort),13.07,13.07,13.07,Medium,0.88,26.66666667,Original country: SriLanka. Renamed generically for Indian audience.,26.66666667,13.07,13.07,13.07,100,portion_100g,13.07,13.07,13.07,26.67,26.67,26.67
NONIND_0181,Boiled Gembili,Boiledgembili(Dioscoreaesculenta),Non-Indian reference food,portion,105,150,195,0.5,85.6,Henry et al. GI tables (non-Indian cohort),12.44,12.44,12.44,Medium,0.88,14.53333333,Original country: Indonesia. Renamed generically for Indian audience.,14.53333333,12.44,12.44,12.44,100,portion_100g,12.44,12.44,12.44,14.53,14.53,14.53
NONIND_0688,Boiled Green Gram,Boiledgreengram,Non-Indian reference food,portion,105,150,195,0.5,31.4,Henry et al. GI tables (non-Indian cohort),5.59,5.59,5.59,Low,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,5.59,5.59,5.59,100,portion_100g,5.59,5.59,5.59,17.8,17.8,17.8
IND_HENRY2021_702,Boiled Maize,Boiledmaize (with wholebengal gram),Other,portion,105,150,195,0.5,68.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",9.16,9.16,9.16,Low,0.92,13.33333333,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.86.,13.33333333,9.16,9.16,9.16,100,portion_100g,9.16,9.16,9.16,13.33,13.33,13.33
NONIND_0590,Boiled Mung Bean,Boiledmungbean,Non-Indian reference food,portion,105,150,195,0.5,57,Henry et al. GI tables (non-Indian cohort),15.2,15.2,15.2,Medium,0.88,26.66666667,Original country: SriLanka. Renamed generically for Indian audience.,26.66666667,15.2,15.2,15.2,100,portion_100g,15.2,15.2,15.2,26.67,26.67,26.67
T2_0110,Boiled Peanuts,Boiled peanuts,Snacks,handful,15,25,35,0.5,25,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11,11,11,Medium,0.84,44,Moderate carbs per 100g.,44,11,11,11,100,portion_100g,11,11,11,44,44,44
NONIND_0685,Boiled Potato,Boiledpotato,Non-Indian reference food,portion,105,150,195,0.5,65.2,Henry et al. GI tables (non-Indian cohort),11.61,11.61,11.61,Medium,0.88,17.8,Original country: SriLanka. Renamed generically for Indian audience.,17.8,11.61,11.61,11.61,100,portion_100g,11.61,11.61,11.61,17.8,17.8,17.8
NONIND_0762,Boiled Sevai,Boiledvermicelliwithwater,Non-Indian reference food,bowl,150,200,250,0.7,67.5,Henry et al. GI tables (non-Indian cohort),6.75,6.75,6.75,Low,0.88,10,Original country: Oman. Renamed generically for Indian audience.,10,6.75,6.75,6.75,100,portion_100g,6.75,6.75,6.75,10,10,10
NONIND_0718,Boma An,Boma’An(Dates),Non-Indian reference food,portion,105,150,195,0.5,46.3,Henry et al. GI tables (non-Indian cohort),21.24,21.24,21.24,High,0.88,45.86666667,Original country: UnitedArab. Renamed generically for Indian audience.,45.86666667,21.24,21.24,21.24,100,portion_100g,21.24,21.24,21.24,45.87,45.87,45.87
NONIND_0783,Bourgoulabanadoura,Bourgoulabanadoura,Non-Indian reference food,portion,105,150,195,0.5,50.1,Henry et al. GI tables (non-Indian cohort),3.97,3.97,3.97,Low,0.88,7.933333333,Original country: Lebanon. Renamed generically for Indian audience.,7.933333333,3.97,3.97,3.97,100,portion_100g,3.97,3.97,3.97,7.93,7.93,7.93
NONIND_0420,Bread,Bread(Wholewheatwithdriedfruit),Non-Indian reference food,slice,20,25,30,0.9,47,Henry et al. GI tables (non-Indian cohort),37.6,37.6,37.6,High,0.88,80,Original country: China. Renamed generically for Indian audience.,80,37.6,37.6,37.6,100,portion_100g,37.6,37.6,37.6,80,80,80
NONIND_0593,Bread Fruit,Breadfruit,Non-Indian reference food,piece,135,180,225,0.75,65,Henry et al. GI tables (non-Indian cohort),14.44,14.44,14.44,Medium,0.88,22.22222222,Original country: SriLanka. Renamed generically for Indian audience.,22.22222222,14.44,14.44,14.44,100,portion_100g,14.44,14.44,14.44,22.22,22.22,22.22
NONIND_0566,Bread Fruit Boiled,"Breadfruit,Boiled",Non-Indian reference food,piece,135,180,225,0.75,47,Henry et al. GI tables (non-Indian cohort),4.73,4.73,4.73,Low,0.88,10.05555556,Original country: WestIndia. Renamed generically for Indian audience.,10.05555556,4.73,4.73,4.73,100,portion_100g,4.73,4.73,4.73,10.06,10.06,10.06
NONIND_0567,Bread Fruit Roasted,"Breadfruit,Roasted",Non-Indian reference food,piece,135,180,225,0.75,72,Henry et al. GI tables (non-Indian cohort),9.04,9.04,9.04,Low,0.88,12.55555556,Original country: WestIndia. Renamed generically for Indian audience.,12.55555556,9.04,9.04,9.04,100,portion_100g,9.04,9.04,9.04,12.56,12.56,12.56
T3_0101,Bread Pakora,Bread pakora,Snacks,portion,105,150,195,0.7,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16,16,16,Medium,0.6,20,Fried bread; recipe-based.,20,16,16,16,100,portion_100g,16,16,16,20,20,20
WEST_IN_0129,Bread Sticks,Breadsticks,Western foods (India) - Sandwiches,portion,60,80,100,0.75,71,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,29.29,29.29,29.29,High,0.74,41.25,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.,41.25,29.29,29.29,29.29,100,portion_100g,29.29,29.29,29.29,41.25,41.25,41.25
T3_0114,Bread Upma,Bread upma,Mixed meals,katori,160,200,240,0.7,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.75,8.75,8.75,Low,0.62,12.5,Bread cooked; recipe-based.,12.5,8.75,8.75,8.75,100,portion_100g,8.75,8.75,8.75,12.5,12.5,12.5
NONIND_0244,Bread with Cinnamon,Cinnamonbread+Coconutflour,Non-Indian reference food,slice,20,25,30,0.9,62.7,Henry et al. GI tables (non-Indian cohort),50.16,50.16,50.16,High,0.88,80,Original country: Philippines. Renamed generically for Indian audience.,80,50.16,50.16,50.16,100,portion_100g,50.16,50.16,50.16,80,80,80
T1_0533,Broken Rice White Cooked in Rice Cooker,"Broken rice, white, cooked in rice cooker",Grains & staples,plate,120,150,180,0.85,86,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #533",22.03,19.73,24.66,High,0.92,19.11333333,Normalized to 100g from table serving 150g with 43g available carbs and GL 37.,19.11333333,16.44,16.44,16.44,100,cooked_rice_nin_cup_200ml,16.44,16.44,16.44,25.61,22.94,28.67
T1_0597,Brown High Amylose Rice Boiled,"Brown, high amylose (IR 42) rice, boiled",Grains & staples,plate,120,150,180,0.85,30,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #597",7.5,6.72,8.4,Low,0.92,18.66666667,Normalized to 100g from table serving 150g with 42g available carbs and GL 24.,18.66666667,5.6,5.6,5.6,100,cooked_rice_nin_cup_200ml,5.6,5.6,5.6,25.01,22.4,28
IND_HENRY2021_669,Brown Ragi Roti,Brownragiroti,Grains & staples,piece,22,30,38,0.8,61,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 69.44 g provides 50 g available carbs (table page 23).",33.55,26.23,41.48,High,0.9,100,Computed carbs per 100 g using study portion: 50 g available carbs in 69.44 g portion. GI SEM/SD reported: 5.77.,100,61,61,61,100,roti_chapati_piece_43_68g,33.55,26.23,41.48,55,43,68
